Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,49 Mbps,50 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,82 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps 
SALTA,Capital,Atocha,66028010,,,,,,,,2,,,,,,,,,,,3,2,,,,,,61,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Capital,El Tipal - La Almudena,66028010,1,,,,1,,,25,,,,,,,,,,,2,26,,,,,,16,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Capital,La Ciénaga y Barrio San Rafael,66028030,,,,,,,,15,,,,,,1,,,,,,17,,,,,,9,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Capital,Las Costas,66028040,,,,,,,,20,,,,,,,,,,,,22,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Capital,Otros,Sin Datos,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Capital,Salta,66028050,27,,,1,2,,1,674,,,14,,,1495,,8,13,,29,4345,,,,5520,,43308,,338,,,695,,,1,,2563,,,,,922,,,,,105,,,,,,,,,,,,,45241,,,,,,,,,,,,,,,,,,,,24523
SALTA,Capital,Villa San Lorenzo,66028060,,,,,1,,,45,,,,,,65,,,,,12,161,,,,,,182,,11,,,19,,,,,2,,,,,39,,,,,,,,,,,,,,,,,,960,,,,,,,,,,,,,,,,,,,,826
SALTA,Cerrillos,Barrio El Congreso,66035030,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Cerrillos,Barrio Las Tunas,66035030,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Cerrillos,Barrio Los Pinares,66035030,,,,,,,,146,,,,,,,,,,,,18,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
SALTA,Cerrillos,Cerrillos,66035010,81,,,,2,,,25,,,,,,26,,,,,3,131,,,,,,935,,2,,,53,,,3,,82,,,,,24,,,,,5,,,,,,,,,,,,,1581,,,,,,,,,,,,,,,,,,,,870
SALTA,Cerrillos,La Merced,66035020,70,,,,1,,,16,,,,,,83,,,,,,18,,,,,,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
SALTA,Cerrillos,San Agustín,66035030,40,,,,1,,,18,,,,,,10,,,,,,25,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
SALTA,Chicoana,Barrio Finca La Maroma,66042003,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Chicoana,Barrio La Rotonda,66042005,10,,,,,,,,,,,,,2,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Chicoana,Barrio Santa Teresita,66042007,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Chicoana,Chicoana,66042010,15,,,1,1,,,6,,,,,,6,,,,,2,93,,,,,,252,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Chicoana,El Carril,66042020,121,,,,1,,,,,,,,,431,,,,,182,122,,,,,,890,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,General Güemes,Campo Santo,66049010,,,,,1,,,7,,,,,,21,,,,,,26,,,,,,114,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,General Güemes,Cobos,66049020,,,,,,,,,,,,,,3,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,General Güemes,El Bordo,66049030,,,,,,,,,,,,,,5,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,General Güemes,General Güemes,66049040,1,,,2,2,,,37,,,,,,384,,,,,,700,,,,,,1277,,,,,132,,,,,22,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Aguaray,66056010,2,,,1,1,,,7,,,435,,,27,,,,,,150,,,,,,594,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Campamento Vespucio,66056020,1,,,,1,,,,,,,,,1,,,,,,15,,,,,,157,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Campichuelo,66056030,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Campo Durán,66056040,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Coronel Cornejo,66056070,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,12,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Dragones,66056080,1,,,,1,,,,,,,,,4,,,3,,1,4,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Embarcación,66056090,536,,,2,1,,,3,,,,,,1308,,,,,,125,,,,,,619,,,,,87,,,,,111,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,General Ballivián,66056100,,,,,1,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,General Mosconi,66056110,,,,,1,,,13,,,,,,63,,,,,2,223,,,,,,982,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Hickman,66056120,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,66056140,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Misión Kilómetro 6,66056150,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Pacará,66056170,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Padre Lozano,66056180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Piquirenda,66056190,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Profesor Salvador Mazza,66056200,0,,,,1,,,5,,,,,,33,,,,,,187,,,,,,781,,,,,67,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Tartagal,66056220,3021,,,1,1,,,157,,,,,,380,,,4429,,2,811,,,,,,1497,,,,,159,,,,,232,,,,,3,,,,,11,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,134
SALTA,Grl. José de San Martín,Tobantirenda,66056230,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Grl. José de San Martín,Yacuy,66056250,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Guachipas,Guachipas,66063010,35,,,1,1,,,,,,,,,78,,,,,32,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Iruya,Iruya,66070010,80,,,,,,,,,,,,,,,,,,,35,,,,,,10,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Iruya,Isla de Cañas,66070020,,,,,,,,,,,,,,,,,,,,26,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Iruya,Pueblo Viejo,66070030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Caldera,La Caldera,66077010,295,,,1,,,,5,,,,,,,,,,,,1,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
SALTA,La Caldera,Vaqueros,66077020,296,,,,,,,39,,,19,,,241,,,44,,,108,,,,1,,206,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Candelaria,El Jardín,66084010,,,,,1,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Candelaria,El Tala,66084020,,,,4,1,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Candelaria,La Candelaria,66084030,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Poma,La Poma,66091020,,,,,,,,,,,,,,31,,,,,10,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Viña,Ampascachi,66098010,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Viña,Cabra Corral,66098020,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Viña,Coronel Moldes,66098030,115,,,,1,,,,,,,,,26,,,,,,25,,,,,,4,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Viña,La Viña,66098040,,,,,1,,,,,,,,,41,,,,,57,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,La Viña,Talapampa,66098050,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Los Andes,Olacapato,66105010,4,,,,,,,,,,,,,,,,,,1,,,,,,,31,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Los Andes,San Antonio de los Cobres,66105020,12,,,5,1,,,,,,2,,,10,,,76,,3,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Los Andes,Santa Rosa de los Pastos Grandes,66105030,3,,,,,,,,,,11,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Los Andes,Tolar Grande,66105040,4,,,,,,,,,,,,,2,,,,,,,,,,,,27,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Metán,El Galpón,66112010,,,,,1,,,,,,,,,67,,,,,,110,,,,,,195,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Metán,El Tunal,66112020,,,,,1,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Metán,Lumbreras,66112030,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Metán,Metán Viejo,66112050,,,,,1,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SALTA,Metán,Río Piedras,66112070,,,,,1,,,1,,,,,,,,,,,,2,,,,,,42,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Metán,San José de Metán,66112040,,,,2,,,,48,,,,,,807,,,,,,906,,,,,,1968,,,,,125,,,,,36,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Metán,San José de Orquera,66112080,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Molinos,Molinos,66119020,,,,,,,,,,,,,,31,,,,,11,1,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Molinos,Seclantás,66119030,,,,2,,,,,,,,,,14,,,,,5,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Orán,Aguas Blancas,66126010,,,,,1,,,43,,,22,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Orán,Colonia Santa Rosa,66126020,100,,,2,1,,,,,,118,,,36,,,21,,,176,,,,12,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Orán,El Tabacal,66126030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,74
SALTA,Orán,Hipólito Yrigoyen,66126040,40,,,,1,,,1,,,,,,199,,,314,,,69,,,,,,615,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Orán,Pichanal,66126060,103,,,,1,,,3,,,97,,,32,,,,,,101,,,,,,253,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Orán,San Ramón de la Nueva Orán,66126070,581,,,2,,,,71,,,,,,451,,,,,,1325,,,,,,1841,,,,,113,,,,,47,,,,,40,,,,,4,,,,,,,,,,,,,885,,,,,,,,,,,,,,,,,,,,1746
SALTA,Orán,Urundel,66126080,,,,1,1,,,,,,,,,75,,,,,11,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,OTROS,Otros,Sin Datos,127,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Alto de la Sierra,66133010,4,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Capitán Juan Pagé,66133020,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Coronel Juan Solá,66133030,,,,1,1,,,,,,,,,61,,,4,,12,23,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,La Unión,66133040,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Los Blancos,66133050,,,,,3,,,,,,,,,2,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Pluma de Pato,66133060,,,,,,,,,,,,,,3,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Rivadavia,66133070,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Santa María,66133080,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rivadavia,Santa Victoria Este,66133100,10,,,1,5,,,,,,,,,36,,,,,,7,,,,,,10,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rosario de la Frontera,Antilla,66140010,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rosario de la Frontera,Copo Quile,66140020,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rosario de la Frontera,El Naranjo,66140030,1,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rosario de la Frontera,El Potrero,66140040,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SALTA,Rosario de la Frontera,Rosario de la Frontera,66140050,1,,,,1,,,25,,,,,,252,,,33,,412,629,,8,,,,1386,,,,,150,,,,,33,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SALTA,Rosario de Lerma,Campo Quijano,66147010,,,,1,2,,,2,,,19,,,73,,,58,,2,163,,,,2,,409,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SALTA,Rosario de Lerma,La Merced Del Encón,66147015,,,,,,,,31,,,,,,,,,,,1,36,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rosario de Lerma,La Silleta,66147020,,,,,1,,,16,,,,,,,,,,,,21,,,,,,315,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Rosario de Lerma,Rosario de Lerma,66147030,10,,,,1,,,3,,,,,,66,,,,,381,328,,,,,,3363,,,,,30,,,,,162,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,San Carlos,Angastaco,66154010,,,,,,,,,,,,,,26,,,,,12,,,,,2,,4,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,San Carlos,Animaná,66154020,,,,,1,,,,,,,,,36,,,,,12,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,San Carlos,El Barrial,66154030,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,San Carlos,San Carlos,66154040,,,,,2,,,,,,,,,66,,,,,23,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Santa Victoria,Acoyte,66161010,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Santa Victoria,Campo La Cruz,66161020,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Santa Victoria,Los Toldos,66161030,,,,,,,,,,,30,,,,,,,,,6,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Santa Victoria,Nazareno,66161040,135,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Santa Victoria,Poscaya,66161050,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Santa Victoria,San Marcos,66161060,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTA,Santa Victoria,Santa Victoria,66161070,,,,4,1,,,,,,120,,,,,,35,,,35,,,,,,70,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,25 de Mayo,Tupelí,70126020,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,25 de Mayo,Villa Borjas,70126010,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,70126030,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,25 de Mayo,Villa Santa Rosa,70126050,,,,,,,,,,,,,,4,,,34,,,13,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,9 de Julio,9 de Julio,70063040,11,,,,1,,,139,,,,,,106,,,6,,7,51,,,,3,,1,,11,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,9 de Julio,Alto de Sierra,70063010,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,9 de Julio,Colonia Fiorito,70063020,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,9 de Julio,Las Chacritas,70063030,,,,,,,,34,,,,,,43,,,,,,29,,,,,,2,,6,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,9 de Julio,Otros,Sin Datos,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Albardón,El Rincón,70007010,,,,,,,24,,,,,,,10,,256,,,1,,,,,132,,,,,,,96,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Albardón,Otros,Sin Datos,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Albardón,Villa General San Martin,70007010,,,,,,,,,,,,,,,,,5,,7,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,70007020,,,,,,,,,,,,,,90,,,,,22,29,,12,,,,7,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Angaco,Otros,Sin Datos,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,70014020,,,,,,,,,,,,,,50,,,,,20,42,,11,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Calingasta,Barreal - Villa Pituil,70021010,,,,,,,,122,,,695,,,207,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN,Calingasta,Calingasta,70021020,2,,,,,,,96,,,145,,,10,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
